ID,PlotId,SubplotId,TreeId,FieldLandUse,DirectionfromCenter,DistancefromCenter,TreeStatus,Species,HeighttoCrownBase,TreeHeightLiveTop,TreeHeightTotal,CrownWidth1,CrownWidth2,CrownLightExposure,CrownPosition,PercentCrownMissing,Transparency,CrownDensity,CrownDieback,PercentImperviousBelow,PercentShrubBelow,TreeSite
199,25,1,12,M,-1,-1,P,LILU,2.5,8,8,1.799999952,2,3,-1,48,-1,-1,3,73,0,N
200,25,1,13,M,-1,-1,P,PHGL,0.5,2,2,0.800000012,0.800000012,5,-1,8,-1,-1,3,0,0,N
201,25,1,14,M,-1,-1,P,PHGL,0.5,2,2,0.800000012,0.800000012,4,-1,3,-1,-1,3,0,0,N
202,25,1,15,M,-1,-1,P,PHGL,1,2.5,2.5,1.5,1.5,4,-1,28,-1,-1,3,8,0,N
203,26,1,1,R,-1,-1,P,FRGR1,1.600000024,2.700000048,2.700000048,1.200000048,1.200000048,3,-1,13,-1,-1,3,18,0,N
204,26,1,2,R,-1,-1,P,FRGR1,1,2.5,2.5,1,0.899999976,3,-1,58,-1,-1,3,28,0,N
205,26,1,3,R,-1,-1,P,JUCH,1.299999952,2.5,2.5,0.899999976,0.899999976,2,-1,48,-1,-1,3,0,0,N
206,26,1,4,R,-1,-1,P,COKO,1.700000048,2.700000048,2.700000048,1,1,3,-1,28,-1,-1,3,3,0,N
207,26,1,5,R,-1,-1,P,COKO,1.700000048,2.599999905,2.599999905,0.5,0.5,2,-1,28,-1,-1,3,0,0,N
208,26,1,6,R,-1,-1,P,OSFR,1.299999952,2.5,2.5,1.200000048,0.899999976,3,-1,13,-1,-1,3,0,0,N
209,26,1,7,R,-1,-1,P,OSFR,1.299999952,2.5,2.5,1.200000048,0.800000012,3,-1,18,-1,-1,3,0,0,N
210,26,1,8,P,-1,-1,P,OSFR,1.799999952,2.5,2.5,1,1,5,-1,3,-1,-1,3,0,3,N
211,26,1,9,P,-1,-1,P,OSFR,1.5,2.299999952,2.299999952,1,1,5,-1,3,-1,-1,3,0,0,N
212,26,1,10,P,-1,-1,P,OSFR,1.299999952,2.400000095,2.400000095,1.5,1.200000048,5,-1,3,-1,-1,3,0,0,N
213,26,1,11,R,-1,-1,P,THOR,0.200000003,3.200000048,3.200000048,1,1,3,-1,3,-1,-1,3,0,0,N
214,26,1,12,R,-1,-1,P,THOR,0.200000003,2.700000048,2.700000048,1,1,3,-1,3,-1,-1,3,0,0,N
215,26,1,13,R,-1,-1,P,ACBA2,0.5,2.5,2.5,1.600000024,1,4,-1,23,-1,-1,3,0,0,N
216,26,1,14,R,-1,-1,P,FRGR1,1.700000048,2.299999952,2.299999952,1,0.800000012,4,-1,23,-1,-1,3,0,0,N
217,26,1,15,R,-1,-1,P,FRGR1,0.600000024,2.099999905,2.099999905,1.799999952,0.800000012,4,-1,18,-1,-1,3,0,8,N
218,28,1,1,P,-1,-1,I,CESI4,10,24.29999924,24.29999924,12,12,5,-1,28,-1,-1,3,0,0,N
219,28,1,2,P,-1,-1,I,ACPA,4.5,15.19999981,15.19999981,9.600000381,4,1,-1,78,-1,-1,3,0,3,N
220,28,1,3,P,-1,-1,I,ACPA,4.5,7.699999809,7.699999809,4.199999809,3,2,-1,58,-1,-1,3,0,0,N
221,28,1,4,P,-1,-1,I,ZESE,14,26,26,7.5,6.5,5,-1,38,-1,-1,3,0,0,N
222,28,1,5,P,-1,-1,I,QUAL2,0.5,2.299999952,2.299999952,1.799999952,1.799999952,2,-1,18,-1,-1,3,0,0,N
223,28,1,6,P,-1,-1,I,QUMY1,1,3.700000048,3.700000048,1.200000048,1.200000048,2,-1,33,-1,-1,3,0,0,N
224,28,1,7,P,-1,-1,I,ACPA,3,10,10,10.80000019,8.399999619,1,-1,78,-1,-1,3,0,0,N
225,28,1,8,P,-1,-1,I,ZESE,4,10,10,7.199999809,6,1,-1,68,-1,-1,3,0,0,N
226,28,1,9,P,-1,-1,I,CESI4,13,18,18,10.19999981,8,1,-1,43,-1,-1,3,0,0,N
227,28,1,10,P,-1,-1,I,CICA,16,25,25,12,12,4,-1,28,-1,-1,3,0,0,N
228,28,1,11,P,-1,-1,I,CICA,18,27,27,18,15.60000038,4,-1,38,-1,-1,3,0,0,N
229,28,1,12,P,-1,-1,I,LIJA,1.5,3,3,1.200000048,1.200000048,0,-1,48,-1,-1,3,0,0,N
230,28,1,13,P,-1,-1,I,AUJA,0.200000003,2,2,1.799999952,2.5,0,-1,8,-1,-1,3,0,0,N
231,28,1,14,P,-1,-1,I,CESI4,0.5,2.299999952,2.299999952,1.5,1.799999952,0,-1,13,-1,-1,3,0,0,N
232,28,1,15,P,-1,-1,I,AUJA,18,23,23,4,9.600000381,1,-1,28,-1,-1,3,0,3,N
233,28,1,16,P,-1,-1,I,MACLASS,5,10,10,8,7.599999905,1,-1,63,-1,-1,3,0,0,N
234,28,1,17,P,-1,-1,I,CICA,8,18,18,3.599999905,4,1,-1,23,-1,-1,3,0,13,N
235,29,1,1,R,-1,-1,P,FRGR1,1,2.5,2.5,0.5,0.5,3,-1,3,-1,-1,3,58,38,N
236,29,1,2,R,-1,-1,P,FRGR1,1,3,3,1,1,3,-1,13,-1,-1,3,58,38,N
237,29,1,3,R,-1,-1,P,FRGR1,1.299999952,3,3,1.5,1.5,3,-1,13,-1,-1,3,68,28,N
238,30,1,1,R,-1,-1,P,CASA,0.300000012,2,2,0.5,0.300000012,2,-1,8,-1,-1,3,28,0,N
239,30,1,2,R,-1,-1,P,CASA,0.300000012,2,2,0.5,0.300000012,2,-1,8,-1,-1,3,28,0,N
240,30,1,3,R,-1,-1,P,CASA,0.300000012,2,2,0.5,0.300000012,2,-1,8,-1,-1,3,28,0,N
241,30,1,4,R,-1,-1,P,CASA,0.300000012,2,2,0.5,0.300000012,2,-1,8,-1,-1,3,28,0,N
242,30,1,5,R,-1,-1,P,CASA,0.300000012,2,2,0.5,0.300000012,3,-1,8,-1,-1,3,28,0,N
243,30,1,6,R,-1,-1,P,CASA,0.300000012,2,2,0.5,0.300000012,2,-1,13,-1,-1,3,28,0,N
244,30,1,7,R,-1,-1,P,CASA,0.300000012,2,2,0.5,0.300000012,2,-1,8,-1,-1,3,28,0,N
245,30,1,8,R,-1,-1,P,CASA,0.300000012,2,2,0.5,0.300000012,2,-1,8,-1,-1,3,28,0,N
246,30,1,9,R,-1,-1,P,CASA,0.300000012,2,2,0.5,0.300000012,2,-1,8,-1,-1,3,28,0,N
247,30,1,10,R,-1,-1,P,CASA,0.300000012,2,2,0.5,0.5,3,-1,18,-1,-1,3,43,0,N
248,31,1,1,R,-1,-1,P,TSJE,0.600000024,4.199999809,4.199999809,0.699999988,0.699999988,4,-1,23,-1,-1,3,0,0,N
249,31,1,2,R,-1,-1,P,TSJE,0.600000024,4.400000095,4.400000095,1,1,4,-1,18,-1,-1,3,0,0,N
250,31,1,3,R,-1,-1,P,TSJE,0.600000024,4.199999809,4.199999809,0.800000012,0.800000012,4,-1,23,-1,-1,3,0,0,N
251,31,1,4,R,-1,-1,P,TSJE,0.5,2.599999905,2.599999905,0.699999988,0.699999988,4,-1,28,-1,-1,3,0,0,N
252,31,1,5,R,-1,-1,P,TSJE,0.600000024,2.200000048,2.200000048,0.699999988,0.699999988,4,-1,23,-1,-1,3,0,0,N
253,31,1,6,R,-1,-1,P,TSJE,0.600000024,2.5,2.5,0.699999988,0.699999988,4,-1,28,-1,-1,3,0,0,N
254,31,1,7,R,-1,-1,P,TSJE,0.600000024,2.799999952,2.799999952,0.800000012,0.800000012,4,-1,43,-1,-1,3,0,0,N
255,31,1,8,R,-1,-1,P,TSJE,1.899999976,4.800000191,4.800000191,1.200000048,1.100000024,5,-1,23,-1,-1,3,0,0,N
256,31,1,9,R,-1,-1,P,TSJE,1.5,2.400000095,2.400000095,0.5,0.5,4,-1,68,-1,-1,3,0,0,N
257,31,1,10,R,-1,-1,P,TSJE,1.299999952,2.599999905,2.599999905,0.600000024,0.600000024,4,-1,53,-1,-1,3,0,0,N
258,31,1,11,R,-1,-1,P,TSJE,1.600000024,2.5,2.5,0.5,0.5,4,-1,83,-1,-1,3,0,0,N
259,31,1,12,R,-1,-1,P,TSJE,1.600000024,2,2,0.449999988,0.449999988,2,-1,83,-1,-1,3,0,0,N
260,31,1,13,R,-1,-1,P,CAJA9,1.600000024,2.400000095,2.400000095,0.899999976,1.100000024,2,-1,23,-1,-1,3,0,0,N
261,31,1,14,R,-1,-1,P,OSFR,1.899999976,2.75,2.75,1.100000024,1.100000024,3,-1,23,-1,-1,3,0,0,N
262,31,1,15,R,-1,-1,P,OSFR,1.799999952,2.599999905,2.599999905,1.100000024,1.200000048,2,-1,28,-1,-1,3,0,0,N
263,31,1,16,R,-1,-1,P,TSJE,1.700000048,4.900000095,4.900000095,1,1,4,-1,28,-1,-1,3,0,0,N
264,31,1,17,R,-1,-1,P,TSJE,1.899999976,4.900000095,4.900000095,1.100000024,1.100000024,3,-1,38,-1,-1,3,0,0,N
265,31,1,18,R,-1,-1,P,CAJA9,1.600000024,2.700000048,2.700000048,1,1,3,-1,23,-1,-1,3,0,0,N
266,31,1,19,R,-1,-1,P,CAJA9,1.200000048,2,2,0.600000024,0.600000024,1,-1,23,-1,-1,3,0,0,N
267,31,1,20,R,-1,-1,P,TSJE,1.700000048,4.900000095,4.900000095,1.200000048,1,3,-1,28,-1,-1,3,0,0,N
268,33,1,1,R,-1,-1,P,ACPA,0.899999976,2.299999952,2.299999952,0.600000024,0.600000024,4,-1,8,-1,-1,3,13,48,N
269,33,1,2,R,-1,-1,P,ACPA,0.899999976,2.299999952,2.299999952,0.600000024,0.600000024,3,-1,8,-1,-1,3,13,48,N
270,33,1,3,R,-1,-1,P,ACPA,0.899999976,2.299999952,2.299999952,0.600000024,0.600000024,3,-1,8,-1,-1,3,13,48,N
271,33,1,4,R,-1,-1,P,ACPA,0.899999976,2.299999952,2.299999952,0.600000024,0.600000024,3,-1,8,-1,-1,3,13,48,N
272,33,1,5,R,-1,-1,P,ACPA,0,2.299999952,2.299999952,0.600000024,0.600000024,3,-1,8,-1,-1,3,13,0,N
273,33,1,6,R,-1,-1,P,ACPA,0,2.299999952,2.299999952,0.600000024,0.600000024,3,-1,8,-1,-1,3,13,0,N
274,33,1,7,R,-1,-1,P,ACPA,0.600000024,2.299999952,2.299999952,0.600000024,0.600000024,3,-1,8,-1,-1,3,13,48,N
275,33,1,8,R,-1,-1,P,PRMU2,2.299999952,3.799999952,3.799999952,3,2,5,-1,13,-1,-1,3,8,8,N
276,33,1,9,R,-1,-1,P,LAIN,2,4,4,2.700000048,2.299999952,4,-1,18,-1,-1,3,23,8,N
277,33,1,10,R,-1,-1,P,OSFR,1.600000024,3.299999952,3.299999952,0.899999976,0.899999976,3,-1,3,-1,-1,3,18,0,N
278,33,1,11,R,-1,-1,P,OSFR,1.600000024,3.700000048,3.700000048,1.5,1.5,3,-1,3,-1,-1,3,28,0,N
279,33,1,12,R,-1,-1,P,NADO,1.600000024,2.5,2.5,0.600000024,0.600000024,4,-1,18,-1,-1,3,8,0,N
280,33,1,13,R,-1,-1,P,OSFR,0.300000012,2.5,2.5,1.5,1.5,3,-1,3,-1,-1,3,38,0,N
281,33,1,14,R,-1,-1,P,OSFR,0.300000012,2.5,2.5,1.5,1.5,2,-1,3,-1,-1,3,38,0,N
282,33,1,15,R,-1,-1,P,OSFR,0.5,2.5,2.5,1.5,4,3,-1,3,-1,-1,3,38,0,N
283,33,1,16,R,-1,-1,P,POMA,0.5,2.400000095,2.400000095,1.200000048,1.299999952,3,-1,18,-1,-1,3,0,0,N
284,33,1,17,R,-1,-1,P,OSFR,0.600000024,3,3,1.5,1.5,3,-1,3,-1,-1,3,0,3,N
285,33,1,18,R,-1,-1,P,CLJA6,0.899999976,2.299999952,2.299999952,0.899999976,0.899999976,3,-1,8,-1,-1,3,0,8,N
286,33,1,19,R,-1,-1,P,OSAM,1,2,2,0.800000012,1.200000048,4,-1,3,-1,-1,3,0,8,N
287,33,1,20,P,-1,-1,P,VIOD,1.700000048,3.099999905,3.099999905,2,3,4,-1,8,-1,-1,3,13,0,N
288,33,1,21,P,-1,-1,P,VIOD,1.600000024,2,2,1.5,1.700000048,5,-1,8,-1,-1,3,8,3,N
289,33,1,22,P,-1,-1,P,VIOD,1.700000048,3.200000048,3.200000048,3,3.5,5,-1,8,-1,-1,3,23,0,N
290,33,1,23,P,-1,-1,P,VIOD,1.799999952,2.299999952,2.299999952,1.200000048,1.200000048,5,-1,33,-1,-1,3,8,0,N
291,34,1,1,R,-1,-1,P,THOR,0.699999988,2.5,2.5,1.799999952,1.799999952,5,-1,0,-1,-1,3,0,0,N
292,34,1,2,R,-1,-1,P,DE9,1.799999952,2.5,2.5,1,1,4,-1,3,-1,-1,3,0,0,N
293,34,1,3,R,-1,-1,P,DE9,1.5,2.200000048,2.200000048,1,1,4,-1,3,-1,-1,3,0,0,N
294,34,1,4,R,-1,-1,P,DE9,1.299999952,2.799999952,2.799999952,1.200000048,1.200000048,4,-1,13,-1,-1,3,0,3,N
295,34,1,5,R,-1,-1,P,CEDE,0.800000012,2,2,1.299999952,1.299999952,4,-1,0,-1,-1,3,0,0,N
296,34,1,6,R,-1,-1,P,CACR27,0.800000012,3,3,3,3,5,-1,28,-1,-1,3,0,0,N
297,35,1,1,R,-1,-1,P,ACPA,0.600000024,5.5,5.5,9,9,4,-1,13,-1,-1,3,0,0,N
298,35,1,2,R,-1,-1,P,RHSP1,0.300000012,2.099999905,2.099999905,1.200000048,1.200000048,4,-1,3,-1,-1,3,0,0,N
299,35,1,3,R,-1,-1,P,OSFR,0.5,2.099999905,2.099999905,1.200000048,1.100000024,4,-1,3,-1,-1,3,8,0,N
300,35,1,4,R,-1,-1,P,NADO,1.299999952,2.5,2.5,1.5,1.399999976,5,-1,8,-1,-1,3,0,0,N
301,35,1,5,R,-1,-1,P,CAJA9,1.200000048,3.5,3.5,1.600000024,1.600000024,4,-1,3,-1,-1,3,0,0,N
302,35,1,6,R,-1,-1,P,PRAR,2.099999905,6,6,3.5,3.5,5,-1,28,-1,-1,3,0,0,N
303,35,1,7,R,-1,-1,P,OSFR,1.600000024,3,3,1.5,1.399999976,4,-1,8,-1,-1,3,0,0,N
304,35,1,8,W,-1,-1,P,ACPA,2.799999952,5.5,5.5,6,4.5,4,-1,13,-1,-1,3,0,0,N
305,35,1,9,W,-1,-1,P,PRX,1.799999952,3.5,3.5,1.299999952,1.299999952,5,-1,78,-1,-1,3,0,0,N
306,36,1,1,A,-1,-1,P,MACLASS,1.299999952,2.400000095,2.400000095,0.899999976,2.5,4,-1,38,-1,-1,3,93,0,N
307,36,1,2,A,-1,-1,P,PRX,0.699999988,3,3,3,3.5,2,-1,13,-1,-1,3,0,0,N
308,36,1,3,A,-1,-1,P,PRX,1,3,3,2,3.200000048,2,-1,13,-1,-1,3,0,0,N
309,36,1,4,A,-1,-1,P,PRX,1.799999952,2.799999952,2.799999952,2,2,3,-1,38,-1,-1,3,0,0,N
310,37,1,1,P,-1,-1,P,CRJA,2,12.19999981,12.19999981,1.799999952,1.799999952,4,-1,3,-1,-1,3,0,3,N
311,37,1,2,P,-1,-1,P,CRJA,2.700000048,10,10,1.600000024,1.600000024,2,-1,28,-1,-1,3,0,0,N
312,37,1,3,P,-1,-1,P,CRJA,2.700000048,12,12,2,2,3,-1,18,-1,-1,3,0,0,N
313,37,1,4,P,-1,-1,P,CRJA,2.700000048,12,12,2,2,3,-1,18,-1,-1,3,0,0,N
314,37,1,5,P,-1,-1,P,ACPA,1,2.200000048,2.200000048,1.299999952,1.299999952,3,-1,48,-1,-1,3,0,0,N
315,37,1,6,P,-1,-1,P,COKO,1,2.599999905,2.599999905,1.5,1.5,2,-1,48,-1,-1,3,0,48,N
316,37,1,7,P,-1,-1,P,COKO,2.700000048,6.5,6.5,3,3,3,-1,28,-1,-1,3,0,18,N
317,37,1,8,P,-1,-1,P,PRX,2.599999905,4.5,4.5,2,2,4,-1,8,-1,-1,3,0,18,N
318,37,1,9,P,-1,-1,P,ACPA,1.799999952,4.5,4.5,1.799999952,1.799999952,5,-1,33,-1,-1,3,0,13,N
319,37,1,10,P,-1,-1,P,AETU,1.700000048,4,4,1,1,3,-1,48,-1,-1,3,0,78,N
320,37,1,11,P,-1,-1,P,ACPA,2.099999905,4.5,4.5,1.200000048,1.200000048,4,-1,23,-1,-1,3,0,18,N
321,37,1,12,P,-1,-1,P,ACPA,1.799999952,3,3,1.399999976,1.399999976,4,-1,13,-1,-1,3,0,0,N
322,37,1,13,P,-1,-1,P,CRJA,2.700000048,12,12,1.5,1.5,1,-1,0,-1,-1,3,0,18,N
323,37,1,14,P,-1,-1,P,CRJA,1.700000048,12,12,3.5,3.5,3,-1,43,-1,-1,3,0,0,N
324,37,1,15,P,-1,-1,P,CRJA,7.699999809,12,12,3,3,2,-1,48,-1,-1,3,0,0,N
325,37,1,16,P,-1,-1,P,CRJA,8,12,12,3,3,2,-1,48,-1,-1,3,0,0,N
326,37,1,17,P,-1,-1,P,CRJA,8,12,12,3,3,2,-1,43,-1,-1,3,0,0,N
327,37,1,18,P,-1,-1,P,CRJA,5,12,12,2,2,3,-1,28,-1,-1,3,0,0,N
328,37,1,19,P,-1,-1,P,CRJA,2,12,12,1.200000048,1.200000048,3,-1,18,-1,-1,3,0,0,N
329,37,1,20,P,-1,-1,P,CRJA,8,12,12,1.5,1.5,2,-1,28,-1,-1,3,0,0,N
330,37,1,21,P,-1,-1,P,CRJA,8,12,12,1.5,1.5,2,-1,28,-1,-1,3,0,0,N
331,37,1,22,P,-1,-1,P,CRJA,8,12,12,1.5,1.5,2,-1,28,-1,-1,3,0,0,N
332,37,1,23,P,-1,-1,P,CRJA,8,12,12,1.799999952,1.799999952,2,-1,38,-1,-1,3,0,0,N
333,37,1,24,P,-1,-1,P,CRJA,8,12,12,2,2,2,-1,43,-1,-1,3,0,0,N
334,37,1,25,P,-1,-1,P,QUAL2,4,12.5,12.5,3.5,3,3,-1,18,-1,-1,3,0,0,N
335,37,1,26,P,-1,-1,P,QUAL2,4,12.5,12.5,3.5,3,3,-1,18,-1,-1,3,0,0,N
336,37,1,27,P,-1,-1,P,QUAL2,4,12.5,12.5,3.5,3,3,-1,18,-1,-1,3,0,0,N
337,37,1,28,P,-1,-1,P,QUAL2,4,12.5,12.5,3.5,3,3,-1,18,-1,-1,3,0,0,N
338,37,1,29,P,-1,-1,P,QUAL2,4,12.5,12.5,3.5,3,3,-1,18,-1,-1,3,0,0,N
339,37,1,30,P,-1,-1,P,QUAL2,4,12.5,12.5,3.5,3,3,-1,18,-1,-1,3,0,0,N
340,37,1,31,P,-1,-1,P,QUAL2,4,12.5,12.5,3.5,3,3,-1,18,-1,-1,3,0,0,N
341,37,1,32,P,-1,-1,P,QUAL2,4,12.5,12.5,3.5,3,3,-1,18,-1,-1,3,0,0,N
342,37,1,33,P,-1,-1,P,QUAL2,4,12.5,12.5,3.5,3,3,-1,18,-1,-1,3,0,0,N
343,37,1,34,P,-1,-1,P,QUAL2,4,12.5,12.5,3.5,3,3,-1,18,-1,-1,3,0,0,N
344,38,1,1,R,-1,-1,P,OLEU,1.5,2.299999952,2.299999952,0.699999988,0.699999988,4,-1,28,-1,-1,3,3,8,N
345,38,1,2,R,-1,-1,P,CRJA,1.5,2.599999905,2.599999905,1.200000048,1.200000048,4,-1,28,-1,-1,3,8,8,N
346,38,1,3,R,-1,-1,I,NADO,0.899999976,2.099999905,2.099999905,0.899999976,0.899999976,2,-1,18,-1,-1,3,0,0,N
347,38,1,4,R,-1,-1,P,COKO,2,4,4,1.700000048,1.5,4,-1,23,-1,-1,3,58,38,N
348,38,1,5,R,-1,-1,P,NADO,1.700000048,2.799999952,2.799999952,0.699999988,0.699999988,2,-1,18,-1,-1,3,8,18,N
349,38,1,6,R,-1,-1,P,NADO,1.700000048,2.799999952,2.799999952,0.699999988,0.699999988,1,-1,18,-1,-1,3,8,18,N
350,38,1,7,R,-1,-1,P,NADO,1.700000048,2.799999952,2.799999952,0.699999988,0.699999988,2,-1,18,-1,-1,3,8,18,N
351,38,1,8,R,-1,-1,P,OSFR,0.200000003,2.700000048,2.700000048,0.400000006,0.400000006,4,-1,3,-1,-1,3,13,3,N
352,38,1,9,R,-1,-1,P,OSFR,0.200000003,2.700000048,2.700000048,0.400000006,0.400000006,3,-1,3,-1,-1,3,3,0,N
353,38,1,10,R,-1,-1,P,OSFR,0.200000003,2.700000048,2.700000048,0.400000006,0.400000006,3,-1,3,-1,-1,3,3,0,N
354,38,1,11,R,-1,-1,P,OSFR,0.200000003,2.700000048,2.700000048,0.400000006,0.400000006,4,-1,3,-1,-1,3,8,3,N
355,38,1,12,R,-1,-1,P,ACPA,1.700000048,2.700000048,2.700000048,1.200000048,1.5,4,-1,48,-1,-1,3,58,0,N
356,38,1,13,R,-1,-1,P,DE9,1.700000048,2.900000095,2.900000095,1,1.200000048,4,-1,38,-1,-1,3,38,8,N
357,39,1,1,R,-1,-1,P,CRJA,1.5,3,3,1.200000048,1.200000048,3,-1,3,-1,-1,3,3,0,N
358,39,1,2,R,-1,-1,P,CAJA9,1.5,3,3,1,1,3,-1,13,-1,-1,3,3,0,N
359,39,1,3,R,-1,-1,P,ILCR,1.700000048,2.599999905,2.599999905,1.299999952,1.299999952,4,-1,13,-1,-1,3,3,28,N
360,39,1,4,R,-1,-1,P,CRJA,1.399999976,3,3,1.100000024,1.100000024,3,-1,3,-1,-1,3,3,0,N
361,39,1,5,R,-1,-1,P,CRJA,1.399999976,3,3,1,1,3,-1,13,-1,-1,3,0,0,N
362,39,1,6,R,-1,-1,P,CRJA,1.399999976,3,3,1.200000048,1.200000048,4,-1,13,-1,-1,3,0,8,N
363,39,1,7,R,-1,-1,P,COKO,1,3.099999905,3.099999905,1.299999952,1.399999976,2,-1,23,-1,-1,3,0,0,N
364,39,1,8,R,-1,-1,P,POMA,1.5,3.5,3.5,1.700000048,1.700000048,3,-1,33,-1,-1,3,28,8,N
365,39,1,9,R,-1,-1,P,OSFR,1.5,3,3,1.399999976,1.399999976,3,-1,3,-1,-1,3,8,0,N
366,39,1,10,R,-1,-1,P,COCO1,1,3.5,3.5,1.299999952,1.399999976,4,-1,8,-1,-1,3,0,0,N
367,39,1,11,R,-1,-1,P,OLEU,0.300000012,3.099999905,3.099999905,1.100000024,1.100000024,4,-1,3,-1,-1,3,0,0,N
368,39,1,12,R,-1,-1,P,POMA,1.5,3.5,3.5,1.700000048,1.700000048,3,-1,18,-1,-1,3,0,8,N
369,39,1,13,R,-1,-1,P,PRMU2,1.399999976,5,5,2.5,2.5,4,-1,8,-1,-1,3,3,18,N
370,39,1,14,R,-1,-1,P,CISP,0.600000024,2,2,1.100000024,1,3,-1,23,-1,-1,3,13,8,N
371,39,1,15,R,-1,-1,P,CRJA,1.799999952,5,5,1,2,5,-1,63,-1,-1,3,0,0,N
372,39,1,16,R,-1,-1,P,OSFR,1,3,3,0.699999988,1.5,3,-1,3,-1,-1,3,0,0,N
373,39,1,17,R,-1,-1,P,LAIN,1.299999952,3,3,1.200000048,1.299999952,3,-1,8,-1,-1,3,0,0,N
374,39,1,18,R,-1,-1,P,ACPA,1.299999952,2.400000095,2.400000095,1.200000048,1.200000048,4,-1,18,-1,-1,3,0,0,N
375,40,1,1,M,-1,-1,P,COKO,0.400000006,2,2,0.699999988,0.699999988,4,-1,8,-1,-1,3,0,58,N
376,40,1,2,M,-1,-1,P,PHGL,0.100000001,2.5,2.5,1,1,4,-1,8,-1,-1,3,0,0,N
377,40,1,3,M,-1,-1,P,PHGL,0.100000001,2.5,2.5,1,1,3,-1,8,-1,-1,3,0,0,N
378,40,1,4,M,-1,-1,P,PHGL,0.100000001,2.5,2.5,1,1,3,-1,8,-1,-1,3,0,0,N
379,40,1,5,M,-1,-1,P,PHGL,0.100000001,2.5,2.5,1,1,3,-1,8,-1,-1,3,0,0,N
380,40,1,6,M,-1,-1,P,PHGL,0.100000001,2.5,2.5,1,1,3,-1,8,-1,-1,3,0,0,N
381,40,1,7,M,-1,-1,P,PHGL,0.100000001,2.5,2.5,1,1,3,-1,8,-1,-1,3,0,0,N
382,40,1,8,M,-1,-1,P,PHGL,0.100000001,2.5,2.5,1,1,4,-1,8,-1,-1,3,0,0,N
383,40,1,9,R,-1,-1,P,VIVI,2,2.5,2.5,0.699999988,0.699999988,5,-1,28,-1,-1,3,0,0,N
384,40,1,10,R,-1,-1,P,OLEU,0.699999988,2,2,1,1,3,-1,18,-1,-1,3,0,0,N
385,40,1,11,R,-1,-1,P,OLEU,0.699999988,2,2,1,1,3,-1,18,-1,-1,3,0,0,N
386,40,1,12,R,-1,-1,P,OLEU,0.699999988,2,2,1,1,3,-1,18,-1,-1,3,0,0,N
387,40,1,13,R,-1,-1,P,OLEU,0.699999988,2,2,1,1,3,-1,18,-1,-1,3,0,0,N
388,40,1,14,R,-1,-1,P,PHGL,0.200000003,2.5,2.5,1.700000048,2.299999952,4,-1,8,-1,-1,3,18,0,N
389,40,1,15,R,-1,-1,P,FICA,1.700000048,2.799999952,2.799999952,1.299999952,1.299999952,4,-1,28,-1,-1,3,0,0,N
390,40,1,16,R,-1,-1,P,ERJA,1.600000024,2.099999905,2.099999905,1.200000048,1.200000048,4,-1,18,-1,-1,3,0,0,N
391,40,1,17,R,-1,-1,P,MACLASS,0.300000012,2.200000048,2.200000048,1.200000048,1.299999952,5,-1,28,-1,-1,3,0,0,N
392,40,1,18,R,-1,-1,P,PRPE2,0.699999988,2.299999952,2.299999952,1.799999952,1.799999952,3,-1,18,-1,-1,3,0,0,N
393,41,1,1,R,-1,-1,P,JUCH,1.299999952,2.700000048,2.700000048,0.349999994,0.400000006,5,-1,3,-1,-1,3,3,0,N
394,41,1,2,R,-1,-1,P,RH2,1,2,2,1.200000048,1.200000048,4,-1,3,-1,-1,3,8,3,N
395,41,1,3,R,-1,-1,P,NADO,0.300000012,2.299999952,2.299999952,0.800000012,0.800000012,3,-1,3,-1,-1,3,3,0,N
396,41,1,4,R,-1,-1,P,STJA,0.699999988,2.299999952,2.299999952,1.200000048,1.299999952,3,-1,13,-1,-1,3,0,3,N
397,41,1,5,R,-1,-1,P,CLJA6,1,2.099999905,2.099999905,1.5,0.800000012,2,-1,33,-1,-1,3,0,0,N
398,41,1,6,R,-1,-1,P,OSHE,1,3,3,1.5,1,3,-1,38,-1,-1,3,0,0,N
399,41,1,7,R,-1,-1,P,OSFR,0.600000024,2.400000095,2.400000095,1.100000024,1.100000024,1,-1,18,-1,-1,3,0,0,N
400,41,1,8,R,-1,-1,P,MAGR,1.5,2.599999905,2.599999905,1.200000048,1.200000048,1,-1,33,-1,-1,3,0,0,N
401,41,1,9,R,-1,-1,P,OSFR,0.600000024,2.5,2.5,1.100000024,1.100000024,1,-1,18,-1,-1,3,0,0,N
402,41,1,10,R,-1,-1,P,FAJA,0.300000012,2.700000048,2.700000048,1.5,1.5,2,-1,8,-1,-1,3,18,8,N
403,41,1,11,R,-1,-1,P,ACPA,1.399999976,4.5,4.5,2.5,3,4,-1,23,-1,-1,3,68,3,N
404,41,1,12,R,-1,-1,P,FAJA,1.5,2.5,2.5,1.299999952,1.299999952,1,-1,38,-1,-1,3,78,3,N
405,41,1,13,R,-1,-1,P,HISY,1.200000048,3,3,1.5,2.799999952,4,-1,13,-1,-1,3,78,0,N
406,41,1,14,R,-1,-1,P,NADO,1.799999952,2.700000048,2.700000048,0.400000006,0.400000006,1,-1,53,-1,-1,3,18,0,N
407,41,1,15,R,-1,-1,P,HISY,0.600000024,2.700000048,2.700000048,1,1,1,-1,18,-1,-1,3,18,0,N
